Database ID (database_id),CARRIERS ID (carriers_id),DNA Failed QC (caqc_fail),Sequencing Protocol (sub_seq_protocol),DNA Buffer (cast_buffer),Plate Barcode (cast_plate_barcode),Plate Location in Couch Lab (cast_plate_lab_location),Plate Coordinate (sub_plate_coordinate),Plate Volume (uL) (sub_plate_vol),Plate Concentration (ng/uL) (sub_plate_conc),Quibit Result (ng/uL) (caqc_qubit),Was stock sample modified (caqc_mod),Date Working Plate Created (cawk_plate_date),Working Plate Barcode (cawk_plate_barcode),Working Plate Coordinate (cawk_plate_coordinate),Working Plate Volume Water Added (uL) (cawk_plate_vol_water),Working Plate Volume Sample Added (uL) (cawk_plate_vol_stock),Working Plate Total Volume (uL) (cawk_plate_vol),Working Plate Final Concentration (ng/uL) (cawk_plate_conc),Working Plate Location in Couch Lab (cawk_plate_lab_location),Working Plate Complete (cawk_complete),Send sample to UPenn (caup_upenn)
217,CA00000217,0,Qiagen,1XTE,CAST00000003,cold room drawer 1,C03,10,50,,0,,,C03,,,,,,0,0
218,CA00000218,,Qiagen,1XTE,CAST00000003,cold room drawer 1,C04,10,50,,0,,,C04,,,,,,0,0
219,CA00000219,,Qiagen,1XTE,CAST00000003,cold room drawer 1,C05,10,50,,0,,,C05,,,,,,0,0
220,CA00000220,,Qiagen,1XTE,CAST00000003,cold room drawer 1,C06,10,50,,0,,,C06,,,,,,0,0
221,CA00000221,,Qiagen,1XTE,CAST00000003,cold room drawer 1,C07,10,50,,0,,,C07,,,,,,0,0
222,CA00000222,,Qiagen,1XTE,CAST00000003,cold room drawer 1,C08,10,50,,0,,,C08,,,,,,0,0
223,CA00000223,,Qiagen,1XTE,CAST00000003,cold room drawer 1,C09,10,50,,0,,,C09,,,,,,0,0
224,CA00000224,,Qiagen,1XTE,CAST00000003,cold room drawer 1,C10,10,50,,0,,,C10,,,,,,0,0
225,CA00000225,,Qiagen,1XTE,CAST00000003,cold room drawer 1,C11,10,50,,0,,,C11,,,,,,0,0
226,CA00000226,,Qiagen,1XTE,CAST00000003,cold room drawer 1,C12,10,50,,0,,,C12,,,,,,0,0
227,CA00000227,,Qiagen,1XTE,CAST00000003,cold room drawer 1,D01,10,50,,0,,,D01,,,,,,0,0
228,CA00000228,,Qiagen,1XTE,CAST00000003,cold room drawer 1,D02,10,50,,0,,,D02,,,,,,0,0
229,CA00000229,0,Qiagen,1XTE,CAST00000003,cold room drawer 1,D03,10,50,,0,,,D03,,,,,,0,0
230,CA00000230,,Qiagen,1XTE,CAST00000003,cold room drawer 1,D04,10,50,,0,,,D04,,,,,,0,0
231,CA00000231,,Qiagen,1XTE,CAST00000003,cold room drawer 1,D05,10,50,,0,,,D05,,,,,,0,0
232,CA00000232,,Qiagen,1XTE,CAST00000003,cold room drawer 1,D06,10,50,,0,,,D06,,,,,,0,0
233,CA00000233,,Qiagen,1XTE,CAST00000003,cold room drawer 1,D07,10,50,,0,,,D07,,,,,,0,0
234,CA00000234,,Qiagen,1XTE,CAST00000003,cold room drawer 1,D08,10,50,,0,,,D08,,,,,,0,0
235,CA00000235,,Qiagen,1XTE,CAST00000003,cold room drawer 1,D09,10,50,,0,,,D09,,,,,,0,0
236,CA00000236,,Qiagen,1XTE,CAST00000003,cold room drawer 1,D10,10,50,,0,,,D10,,,,,,0,0
237,CA00000237,,Qiagen,1XTE,CAST00000003,cold room drawer 1,D11,10,50,,0,,,D11,,,,,,0,0
238,CA00000238,,Qiagen,1XTE,CAST00000003,cold room drawer 1,D12,10,50,,0,,,D12,,,,,,0,0
239,CA00000239,,Qiagen,1XTE,CAST00000003,cold room drawer 1,E01,10,50,,0,,,E01,,,,,,0,0
240,CA00000240,,Qiagen,1XTE,CAST00000003,cold room drawer 1,E02,10,50,,0,,,E02,,,,,,0,0
241,CA00000241,0,Qiagen,1XTE,CAST00000003,cold room drawer 1,E03,10,50,,0,,,E03,,,,,,0,0
242,CA00000242,,Qiagen,1XTE,CAST00000003,cold room drawer 1,E04,10,50,,0,,,E04,,,,,,0,0
243,CA00000243,,Qiagen,1XTE,CAST00000003,cold room drawer 1,E05,10,50,,0,,,E05,,,,,,0,0
244,CA00000244,,Qiagen,1XTE,CAST00000003,cold room drawer 1,E06,10,50,,0,,,E06,,,,,,0,0
245,CA00000245,,Qiagen,1XTE,CAST00000003,cold room drawer 1,E07,10,50,,0,,,E07,,,,,,0,0
246,CA00000246,,Qiagen,1XTE,CAST00000003,cold room drawer 1,E08,10,50,,0,,,E08,,,,,,0,0
247,CA00000247,,Qiagen,1XTE,CAST00000003,cold room drawer 1,E09,10,50,,0,,,E09,,,,,,0,0
248,CA00000248,,Qiagen,1XTE,CAST00000003,cold room drawer 1,E10,10,50,,0,,,E10,,,,,,0,0
249,CA00000249,,Qiagen,1XTE,CAST00000003,cold room drawer 1,E11,10,50,,0,,,E11,,,,,,0,0
250,CA00000250,,Qiagen,1XTE,CAST00000003,cold room drawer 1,E12,10,50,,0,,,E12,,,,,,0,0
251,CA00000251,,Qiagen,1XTE,CAST00000003,cold room drawer 1,F01,10,50,,0,,,F01,,,,,,0,0
252,CA00000252,,Qiagen,1XTE,CAST00000003,cold room drawer 1,F02,10,50,,0,,,F02,,,,,,0,0
253,CA00000253,,Qiagen,1XTE,CAST00000003,cold room drawer 1,F03,10,50,,0,,,F03,,,,,,0,0
254,CA00000254,,Qiagen,1XTE,CAST00000003,cold room drawer 1,F04,10,50,,0,,,F04,,,,,,0,0
255,CA00000255,,Qiagen,1XTE,CAST00000003,cold room drawer 1,F05,10,50,,0,,,F05,,,,,,0,0
256,CA00000256,,Qiagen,1XTE,CAST00000003,cold room drawer 1,F06,10,50,,0,,,F06,,,,,,0,0
257,CA00000257,,Qiagen,1XTE,CAST00000003,cold room drawer 1,F07,10,50,,0,,,F07,,,,,,0,0
258,CA00000258,,Qiagen,1XTE,CAST00000003,cold room drawer 1,F08,10,50,,0,,,F08,,,,,,0,0
259,CA00000259,,Qiagen,1XTE,CAST00000003,cold room drawer 1,F09,10,50,,0,,,F09,,,,,,0,0
260,CA00000260,,Qiagen,1XTE,CAST00000003,cold room drawer 1,F10,10,50,,0,,,F10,,,,,,0,0
261,CA00000261,,Qiagen,1XTE,CAST00000003,cold room drawer 1,F11,10,50,,0,,,F11,,,,,,0,0
262,CA00000262,,Qiagen,1XTE,CAST00000003,cold room drawer 1,F12,10,50,,0,,,F12,,,,,,0,0
263,CA00000263,,Qiagen,1XTE,CAST00000003,cold room drawer 1,G01,10,50,,0,,,G01,,,,,,0,0
264,CA00000264,,Qiagen,1XTE,CAST00000003,cold room drawer 1,G02,10,50,,0,,,G02,,,,,,0,0
265,CA00000265,,Qiagen,1XTE,CAST00000003,cold room drawer 1,G03,10,50,,0,,,G03,,,,,,0,0
266,CA00000266,,Qiagen,1XTE,CAST00000003,cold room drawer 1,G04,10,50,,0,,,G04,,,,,,0,0
267,CA00000267,,Qiagen,1XTE,CAST00000003,cold room drawer 1,G05,10,50,,0,,,G05,,,,,,0,0
268,CA00000268,,Qiagen,1XTE,CAST00000003,cold room drawer 1,G06,10,50,,0,,,G06,,,,,,0,0
269,CA00000269,,Qiagen,1XTE,CAST00000003,cold room drawer 1,G07,10,50,,0,,,G07,,,,,,0,0
270,CA00000270,,Qiagen,1XTE,CAST00000003,cold room drawer 1,G08,10,50,,0,,,G08,,,,,,0,0
271,CA00000271,,Qiagen,1XTE,CAST00000003,cold room drawer 1,G09,10,50,,0,,,G09,,,,,,0,0
272,CA00000272,,Qiagen,1XTE,CAST00000003,cold room drawer 1,G10,10,50,,0,,,G10,,,,,,0,0
273,CA00000273,,Qiagen,1XTE,CAST00000003,cold room drawer 1,G11,10,50,,0,,,G11,,,,,,0,0
274,CA00000274,0,Qiagen,1XTE,CAST00000003,cold room drawer 1,G12,10,50,,0,,,G12,,,,,,0,0
275,CA00000275,,Qiagen,1XTE,CAST00000003,cold room drawer 1,H01,10,50,,0,,,H01,,,,,,0,0
276,CA00000276,,Qiagen,1XTE,CAST00000003,cold room drawer 1,H02,10,50,,0,,,H02,,,,,,0,0
277,CA00000277,,Qiagen,1XTE,CAST00000003,cold room drawer 1,H03,10,50,,0,,,H03,,,,,,0,0
278,CA00000278,,Qiagen,1XTE,CAST00000003,cold room drawer 1,H04,10,50,,0,,,H04,,,,,,0,0
279,CA00000279,,Qiagen,1XTE,CAST00000003,cold room drawer 1,H05,10,50,,0,,,H05,,,,,,0,0
280,CA00000280,,Qiagen,1XTE,CAST00000003,cold room drawer 1,H06,10,50,,0,,,H06,,,,,,0,0
281,CA00000281,,Qiagen,1XTE,CAST00000003,cold room drawer 1,H07,10,50,,0,,,H07,,,,,,0,0
282,CA00000282,,Qiagen,1XTE,CAST00000003,cold room drawer 1,H08,10,50,,0,,,H08,,,,,,0,0
283,CA00000283,,Qiagen,1XTE,CAST00000003,cold room drawer 1,H09,10,50,,0,,,H09,,,,,,0,0
284,CA00000284,,Qiagen,1XTE,CAST00000003,cold room drawer 1,H10,10,50,,0,,,H10,,,,,,0,0
285,CA00000285,,Qiagen,1XTE,CAST00000003,cold room drawer 1,H11,10,50,,0,,,H11,,,,,,0,0
286,CA00000286,,Qiagen,1XTE,CAST00000004,cold room drawer 1,A01,10,50,,0,,,A01,,,,,,0,0
287,CA00000287,,Qiagen,1XTE,CAST00000004,cold room drawer 1,A02,10,50,,0,,,A02,,,,,,0,0
288,CA00000288,,Qiagen,1XTE,CAST00000004,cold room drawer 1,A03,10,50,,0,,,A03,,,,,,0,0
289,CA00000289,0,Qiagen,1XTE,CAST00000004,cold room drawer 1,A04,10,50,,0,,,A04,,,,,,0,0
290,CA00000290,,Qiagen,1XTE,CAST00000004,cold room drawer 1,A05,10,50,,0,,,A05,,,,,,0,0
291,CA00000291,,Qiagen,1XTE,CAST00000004,cold room drawer 1,A06,10,50,,0,,,A06,,,,,,0,0
292,CA00000292,,Qiagen,1XTE,CAST00000004,cold room drawer 1,A07,10,50,,0,,,A07,,,,,,0,0
293,CA00000293,,Qiagen,1XTE,CAST00000004,cold room drawer 1,A08,10,50,,0,,,A08,,,,,,0,0
294,CA00000294,,Qiagen,1XTE,CAST00000004,cold room drawer 1,A09,10,50,,0,,,A09,,,,,,0,0
295,CA00000295,,Qiagen,1XTE,CAST00000004,cold room drawer 1,A10,10,50,,0,,,A10,,,,,,0,0
296,CA00000296,,Qiagen,1XTE,CAST00000004,cold room drawer 1,A11,10,50,,0,,,A11,,,,,,0,0
297,CA00000297,,Qiagen,1XTE,CAST00000004,cold room drawer 1,A12,10,50,,0,,,A12,,,,,,0,0
298,CA00000298,,Qiagen,1XTE,CAST00000004,cold room drawer 1,B01,10,50,,0,,,B01,,,,,,0,0
299,CA00000299,,Qiagen,1XTE,CAST00000004,cold room drawer 1,B02,10,50,,0,,,B02,,,,,,0,0
300,CA00000300,,Qiagen,1XTE,CAST00000004,cold room drawer 1,B03,10,50,,0,,,B03,,,,,,0,0
301,CA00000301,0,Qiagen,1XTE,CAST00000004,cold room drawer 1,B04,10,50,,0,,,B04,,,,,,0,0
302,CA00000302,,Qiagen,1XTE,CAST00000004,cold room drawer 1,B05,10,50,,0,,,B05,,,,,,0,0
303,CA00000303,,Qiagen,1XTE,CAST00000004,cold room drawer 1,B06,10,50,,0,,,B06,,,,,,0,0
304,CA00000304,,Qiagen,1XTE,CAST00000004,cold room drawer 1,B07,10,50,,0,,,B07,,,,,,0,0
305,CA00000305,,Qiagen,1XTE,CAST00000004,cold room drawer 1,B08,10,50,,0,,,B08,,,,,,0,0
306,CA00000306,,Qiagen,1XTE,CAST00000004,cold room drawer 1,B09,10,50,,0,,,B09,,,,,,0,0
307,CA00000307,,Qiagen,1XTE,CAST00000004,cold room drawer 1,B10,10,50,,0,,,B10,,,,,,0,0
308,CA00000308,,Qiagen,1XTE,CAST00000004,cold room drawer 1,B11,10,50,,0,,,B11,,,,,,0,0
309,CA00000309,,Qiagen,1XTE,CAST00000004,cold room drawer 1,B12,10,50,,0,,,B12,,,,,,0,0
310,CA00000310,,Qiagen,1XTE,CAST00000004,cold room drawer 1,C01,10,50,,0,,,C01,,,,,,0,0
311,CA00000311,,Qiagen,1XTE,CAST00000004,cold room drawer 1,C02,10,50,,0,,,C02,,,,,,0,0
312,CA00000312,,Qiagen,1XTE,CAST00000004,cold room drawer 1,C03,10,50,,0,,,C03,,,,,,0,0
313,CA00000313,0,Qiagen,1XTE,CAST00000004,cold room drawer 1,C04,10,50,,0,,,C04,,,,,,0,0
314,CA00000314,,Qiagen,1XTE,CAST00000004,cold room drawer 1,C05,10,50,,0,,,C05,,,,,,0,0
315,CA00000315,,Qiagen,1XTE,CAST00000004,cold room drawer 1,C06,10,50,,0,,,C06,,,,,,0,0
316,CA00000316,,Qiagen,1XTE,CAST00000004,cold room drawer 1,C07,10,50,,0,,,C07,,,,,,0,0
317,CA00000317,,Qiagen,1XTE,CAST00000004,cold room drawer 1,C08,10,50,,0,,,C08,,,,,,0,0
318,CA00000318,,Qiagen,1XTE,CAST00000004,cold room drawer 1,C09,10,50,,0,,,C09,,,,,,0,0
319,CA00000319,,Qiagen,1XTE,CAST00000004,cold room drawer 1,C10,10,50,,0,,,C10,,,,,,0,0
320,CA00000320,,Qiagen,1XTE,CAST00000004,cold room drawer 1,C11,10,50,,0,,,C11,,,,,,0,0
321,CA00000321,,Qiagen,1XTE,CAST00000004,cold room drawer 1,C12,10,50,,0,,,C12,,,,,,0,0
322,CA00000322,,Qiagen,1XTE,CAST00000004,cold room drawer 1,D01,10,50,,0,,,D01,,,,,,0,0
323,CA00000323,,Qiagen,1XTE,CAST00000004,cold room drawer 1,D02,10,50,,0,,,D02,,,,,,0,0
324,CA00000324,,Qiagen,1XTE,CAST00000004,cold room drawer 1,D03,10,50,,0,,,D03,,,,,,0,0
325,CA00000325,0,Qiagen,1XTE,CAST00000004,cold room drawer 1,D04,10,50,,0,,,D04,,,,,,0,0
326,CA00000326,,Qiagen,1XTE,CAST00000004,cold room drawer 1,D05,10,50,,0,,,D05,,,,,,0,0
327,CA00000327,,Qiagen,1XTE,CAST00000004,cold room drawer 1,D06,10,50,,0,,,D06,,,,,,0,0
328,CA00000328,,Qiagen,1XTE,CAST00000004,cold room drawer 1,D07,10,50,,0,,,D07,,,,,,0,0
329,CA00000329,,Qiagen,1XTE,CAST00000004,cold room drawer 1,D08,10,50,,0,,,D08,,,,,,0,0
330,CA00000330,,Qiagen,1XTE,CAST00000004,cold room drawer 1,D09,10,50,,0,,,D09,,,,,,0,0
331,CA00000331,,Qiagen,1XTE,CAST00000004,cold room drawer 1,D10,10,50,,0,,,D10,,,,,,0,0
332,CA00000332,,Qiagen,1XTE,CAST00000004,cold room drawer 1,D11,10,50,,0,,,D11,,,,,,0,0
333,CA00000333,,Qiagen,1XTE,CAST00000004,cold room drawer 1,D12,10,50,,0,,,D12,,,,,,0,0
334,CA00000334,,Qiagen,1XTE,CAST00000004,cold room drawer 1,E01,10,50,,0,,,E01,,,,,,0,0
335,CA00000335,,Qiagen,1XTE,CAST00000004,cold room drawer 1,E02,10,50,,0,,,E02,,,,,,0,0
336,CA00000336,,Qiagen,1XTE,CAST00000004,cold room drawer 1,E03,10,50,,0,,,E03,,,,,,0,0
337,CA00000337,0,Qiagen,1XTE,CAST00000004,cold room drawer 1,E04,10,50,,0,,,E04,,,,,,0,0
338,CA00000338,,Qiagen,1XTE,CAST00000004,cold room drawer 1,E05,10,50,,0,,,E05,,,,,,0,0
339,CA00000339,,Qiagen,1XTE,CAST00000004,cold room drawer 1,E06,10,50,,0,,,E06,,,,,,0,0
340,CA00000340,,Qiagen,1XTE,CAST00000004,cold room drawer 1,E07,10,50,,0,,,E07,,,,,,0,0
341,CA00000341,,Qiagen,1XTE,CAST00000004,cold room drawer 1,E08,10,50,,0,,,E08,,,,,,0,0
342,CA00000342,,Qiagen,1XTE,CAST00000004,cold room drawer 1,E09,10,50,,0,,,E09,,,,,,0,0
343,CA00000343,,Qiagen,1XTE,CAST00000004,cold room drawer 1,E10,10,50,,0,,,E10,,,,,,0,0
344,CA00000344,,Qiagen,1XTE,CAST00000004,cold room drawer 1,E11,10,50,,0,,,E11,,,,,,0,0
345,CA00000345,,Qiagen,1XTE,CAST00000004,cold room drawer 1,E12,10,50,,0,,,E12,,,,,,0,0
346,CA00000346,,Qiagen,1XTE,CAST00000004,cold room drawer 1,F01,10,50,,0,,,F01,,,,,,0,0
347,CA00000347,,Qiagen,1XTE,CAST00000004,cold room drawer 1,F02,10,50,,0,,,F02,,,,,,0,0
348,CA00000348,,Qiagen,1XTE,CAST00000004,cold room drawer 1,F03,10,50,,0,,,F03,,,,,,0,0
349,CA00000349,,Qiagen,1XTE,CAST00000004,cold room drawer 1,F04,10,50,,0,,,F04,,,,,,0,0
350,CA00000350,,Qiagen,1XTE,CAST00000004,cold room drawer 1,F05,10,50,,0,,,F05,,,,,,0,0
351,CA00000351,,Qiagen,1XTE,CAST00000004,cold room drawer 1,F06,10,50,,0,,,F06,,,,,,0,0
352,CA00000352,,Qiagen,1XTE,CAST00000004,cold room drawer 1,F07,10,50,,0,,,F07,,,,,,0,0
353,CA00000353,,Qiagen,1XTE,CAST00000004,cold room drawer 1,F08,10,50,,0,,,F08,,,,,,0,0
354,CA00000354,,Qiagen,1XTE,CAST00000004,cold room drawer 1,F09,10,50,,0,,,F09,,,,,,0,0
355,CA00000355,,Qiagen,1XTE,CAST00000004,cold room drawer 1,F10,10,50,,0,,,F10,,,,,,0,0
356,CA00000356,,Qiagen,1XTE,CAST00000004,cold room drawer 1,F11,10,50,,0,,,F11,,,,,,0,0
357,CA00000357,,Qiagen,1XTE,CAST00000004,cold room drawer 1,F12,10,50,,0,,,F12,,,,,,0,0
358,CA00000358,,Qiagen,1XTE,CAST00000004,cold room drawer 1,G01,10,50,,0,,,G01,,,,,,0,0
359,CA00000359,,Qiagen,1XTE,CAST00000004,cold room drawer 1,G02,10,50,,0,,,G02,,,,,,0,0
360,CA00000360,,Qiagen,1XTE,CAST00000004,cold room drawer 1,G03,10,50,,0,,,G03,,,,,,0,0
361,CA00000361,,Qiagen,1XTE,CAST00000004,cold room drawer 1,G04,10,50,,0,,,G04,,,,,,0,0
362,CA00000362,,Qiagen,1XTE,CAST00000004,cold room drawer 1,G05,10,50,,0,,,G05,,,,,,0,0
363,CA00000363,,Qiagen,1XTE,CAST00000004,cold room drawer 1,G06,10,50,,0,,,G06,,,,,,0,0
364,CA00000364,,Qiagen,1XTE,CAST00000004,cold room drawer 1,G07,10,50,,0,,,G07,,,,,,0,0
365,CA00000365,,Qiagen,1XTE,CAST00000004,cold room drawer 1,G08,10,50,,0,,,G08,,,,,,0,0
366,CA00000366,,Qiagen,1XTE,CAST00000004,cold room drawer 1,G09,10,50,,0,,,G09,,,,,,0,0
367,CA00000367,,Qiagen,1XTE,CAST00000004,cold room drawer 1,G10,10,50,,0,,,G10,,,,,,0,0
368,CA00000368,,Qiagen,1XTE,CAST00000004,cold room drawer 1,G11,10,50,,0,,,G11,,,,,,0,0
369,CA00000369,,Qiagen,1XTE,CAST00000004,cold room drawer 1,G12,10,50,,0,,,G12,,,,,,0,0
370,CA00000370,,Qiagen,1XTE,CAST00000004,cold room drawer 1,H01,10,50,,0,,,H01,,,,,,0,0
371,CA00000371,,Qiagen,1XTE,CAST00000004,cold room drawer 1,H02,10,50,,0,,,H02,,,,,,0,0
372,CA00000372,,Qiagen,1XTE,CAST00000004,cold room drawer 1,H03,10,50,,0,,,H03,,,,,,0,0
373,CA00000373,,Qiagen,1XTE,CAST00000004,cold room drawer 1,H04,10,50,,0,,,H04,,,,,,0,0
374,CA00000374,,Qiagen,1XTE,CAST00000004,cold room drawer 1,H05,10,50,,0,,,H05,,,,,,0,0
375,CA00000375,,Qiagen,1XTE,CAST00000004,cold room drawer 1,H06,10,50,,0,,,H06,,,,,,0,0
376,CA00000376,,Qiagen,1XTE,CAST00000004,cold room drawer 1,H07,10,50,,0,,,H07,,,,,,0,0
377,CA00000377,,Qiagen,1XTE,CAST00000004,cold room drawer 1,H08,10,50,,0,,,H08,,,,,,0,0
378,CA00000378,,Qiagen,1XTE,CAST00000004,cold room drawer 1,H09,10,50,,0,,,H09,,,,,,0,0
379,CA00000379,,Qiagen,1XTE,CAST00000004,cold room drawer 1,H10,10,50,,0,,,H10,,,,,,0,0
380,CA00000380,,Qiagen,1XTE,CAST00000004,cold room drawer 1,H11,10,50,,0,,,H11,,,,,,0,0
381,CA00000381,,Qiagen,1XTE,CAST00000005,cold room drawer 1,A01,10,50,,0,,,A01,,,,,,0,0
382,CA00000382,,Qiagen,1XTE,CAST00000005,cold room drawer 1,A02,10,50,,0,,,A02,,,,,,0,0
383,CA00000383,,Qiagen,1XTE,CAST00000005,cold room drawer 1,A03,10,50,,0,,,A03,,,,,,0,0
384,CA00000384,,Qiagen,1XTE,CAST00000005,cold room drawer 1,A04,10,50,,0,,,A04,,,,,,0,0
385,CA00000385,0,Qiagen,1XTE,CAST00000005,cold room drawer 1,A05,10,50,,0,,,A05,,,,,,0,0
386,CA00000386,,Qiagen,1XTE,CAST00000005,cold room drawer 1,A06,10,50,,0,,,A06,,,,,,0,0
387,CA00000387,,Qiagen,1XTE,CAST00000005,cold room drawer 1,A07,10,50,,0,,,A07,,,,,,0,0
388,CA00000388,,Qiagen,1XTE,CAST00000005,cold room drawer 1,A08,10,50,,0,,,A08,,,,,,0,0
389,CA00000389,,Qiagen,1XTE,CAST00000005,cold room drawer 1,A09,10,50,,0,,,A09,,,,,,0,0
390,CA00000390,,Qiagen,1XTE,CAST00000005,cold room drawer 1,A10,10,50,,0,,,A10,,,,,,0,0
391,CA00000391,,Qiagen,1XTE,CAST00000005,cold room drawer 1,A11,10,50,,0,,,A11,,,,,,0,0
392,CA00000392,,Qiagen,1XTE,CAST00000005,cold room drawer 1,A12,10,50,,0,,,A12,,,,,,0,0
393,CA00000393,,Qiagen,1XTE,CAST00000005,cold room drawer 1,B01,10,50,,0,,,B01,,,,,,0,0
394,CA00000394,,Qiagen,1XTE,CAST00000005,cold room drawer 1,B02,10,50,,0,,,B02,,,,,,0,0
395,CA00000395,,Qiagen,1XTE,CAST00000005,cold room drawer 1,B03,10,50,,0,,,B03,,,,,,0,0
396,CA00000396,,Qiagen,1XTE,CAST00000005,cold room drawer 1,B04,10,50,,0,,,B04,,,,,,0,0
397,CA00000397,0,Qiagen,1XTE,CAST00000005,cold room drawer 1,B05,10,50,,0,,,B05,,,,,,0,0
398,CA00000398,,Qiagen,1XTE,CAST00000005,cold room drawer 1,B06,10,50,,0,,,B06,,,,,,0,0
399,CA00000399,,Qiagen,1XTE,CAST00000005,cold room drawer 1,B07,10,50,,0,,,B07,,,,,,0,0
400,CA00000400,,Qiagen,1XTE,CAST00000005,cold room drawer 1,B08,10,50,,0,,,B08,,,,,,0,0
401,CA00000401,,Qiagen,1XTE,CAST00000005,cold room drawer 1,B09,10,50,,0,,,B09,,,,,,0,0
402,CA00000402,,Qiagen,1XTE,CAST00000005,cold room drawer 1,B10,10,50,,0,,,B10,,,,,,0,0
403,CA00000403,,Qiagen,1XTE,CAST00000005,cold room drawer 1,B11,10,50,,0,,,B11,,,,,,0,0
404,CA00000404,,Qiagen,1XTE,CAST00000005,cold room drawer 1,B12,10,50,,0,,,B12,,,,,,0,0
405,CA00000405,,Qiagen,1XTE,CAST00000005,cold room drawer 1,C01,10,50,,0,,,C01,,,,,,0,0
406,CA00000406,,Qiagen,1XTE,CAST00000005,cold room drawer 1,C02,10,50,,0,,,C02,,,,,,0,0
407,CA00000407,,Qiagen,1XTE,CAST00000005,cold room drawer 1,C03,10,50,,0,,,C03,,,,,,0,0
408,CA00000408,,Qiagen,1XTE,CAST00000005,cold room drawer 1,C04,10,50,,0,,,C04,,,,,,0,0
409,CA00000409,0,Qiagen,1XTE,CAST00000005,cold room drawer 1,C05,10,50,,0,,,C05,,,,,,0,0
410,CA00000410,,Qiagen,1XTE,CAST00000005,cold room drawer 1,C06,10,50,,0,,,C06,,,,,,0,0
411,CA00000411,,Qiagen,1XTE,CAST00000005,cold room drawer 1,C07,10,50,,0,,,C07,,,,,,0,0
412,CA00000412,,Qiagen,1XTE,CAST00000005,cold room drawer 1,C08,10,50,,0,,,C08,,,,,,0,0
413,CA00000413,,Qiagen,1XTE,CAST00000005,cold room drawer 1,C09,10,50,,0,,,C09,,,,,,0,0
414,CA00000414,,Qiagen,1XTE,CAST00000005,cold room drawer 1,C10,10,50,,0,,,C10,,,,,,0,0
415,CA00000415,,Qiagen,1XTE,CAST00000005,cold room drawer 1,C11,10,50,,0,,,C11,,,,,,0,0
416,CA00000416,,Qiagen,1XTE,CAST00000005,cold room drawer 1,C12,10,50,,0,,,C12,,,,,,0,0
417,CA00000417,,Qiagen,1XTE,CAST00000005,cold room drawer 1,D01,10,50,,0,,,D01,,,,,,0,0
418,CA00000418,,Qiagen,1XTE,CAST00000005,cold room drawer 1,D02,10,50,,0,,,D02,,,,,,0,0
419,CA00000419,,Qiagen,1XTE,CAST00000005,cold room drawer 1,D03,10,50,,0,,,D03,,,,,,0,0
420,CA00000420,,Qiagen,1XTE,CAST00000005,cold room drawer 1,D04,10,50,,0,,,D04,,,,,,0,0
421,CA00000421,0,Qiagen,1XTE,CAST00000005,cold room drawer 1,D05,10,50,,0,,,D05,,,,,,0,0
422,CA00000422,,Qiagen,1XTE,CAST00000005,cold room drawer 1,D06,10,50,,0,,,D06,,,,,,0,0
423,CA00000423,,Qiagen,1XTE,CAST00000005,cold room drawer 1,D07,10,50,,0,,,D07,,,,,,0,0
424,CA00000424,,Qiagen,1XTE,CAST00000005,cold room drawer 1,D08,10,50,,0,,,D08,,,,,,0,0
425,CA00000425,,Qiagen,1XTE,CAST00000005,cold room drawer 1,D09,10,50,,0,,,D09,,,,,,0,0
426,CA00000426,,Qiagen,1XTE,CAST00000005,cold room drawer 1,D10,10,50,,0,,,D10,,,,,,0,0
427,CA00000427,,Qiagen,1XTE,CAST00000005,cold room drawer 1,D11,10,50,,0,,,D11,,,,,,0,0
428,CA00000428,,Qiagen,1XTE,CAST00000005,cold room drawer 1,D12,10,50,,0,,,D12,,,,,,0,0
429,CA00000429,,Qiagen,1XTE,CAST00000005,cold room drawer 1,E01,10,50,,0,,,E01,,,,,,0,0
430,CA00000430,,Qiagen,1XTE,CAST00000005,cold room drawer 1,E02,10,50,,0,,,E02,,,,,,0,0
431,CA00000431,,Qiagen,1XTE,CAST00000005,cold room drawer 1,E03,10,50,,0,,,E03,,,,,,0,0
432,CA00000432,,Qiagen,1XTE,CAST00000005,cold room drawer 1,E04,10,50,,0,,,E04,,,,,,0,0
433,CA00000433,0,Qiagen,1XTE,CAST00000005,cold room drawer 1,E05,10,50,,0,,,E05,,,,,,0,0
434,CA00000434,,Qiagen,1XTE,CAST00000005,cold room drawer 1,E06,10,50,,0,,,E06,,,,,,0,0
435,CA00000435,,Qiagen,1XTE,CAST00000005,cold room drawer 1,E07,10,50,,0,,,E07,,,,,,0,0
436,CA00000436,,Qiagen,1XTE,CAST00000005,cold room drawer 1,E08,10,50,,0,,,E08,,,,,,0,0
437,CA00000437,,Qiagen,1XTE,CAST00000005,cold room drawer 1,E09,10,50,,0,,,E09,,,,,,0,0
438,CA00000438,,Qiagen,1XTE,CAST00000005,cold room drawer 1,E10,10,50,,0,,,E10,,,,,,0,0
439,CA00000439,,Qiagen,1XTE,CAST00000005,cold room drawer 1,E11,10,50,,0,,,E11,,,,,,0,0
440,CA00000440,,Qiagen,1XTE,CAST00000005,cold room drawer 1,E12,10,50,,0,,,E12,,,,,,0,0
441,CA00000441,,Qiagen,1XTE,CAST00000005,cold room drawer 1,F01,10,50,,0,,,F01,,,,,,0,0
